,hospital_name,state,readmission_ratio,predicted_rate,expected_rate,zip
6480,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,0.9562,20.0,21.0,2150
6481,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,0.9562,20.0,21.0,2215
6482,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.3882,7.0,5.1,2215
6483,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.3882,7.0,5.1,2215
6484,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.3882,7.0,5.1,2150
6485,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.3882,7.0,5.1,2215
6486,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.044,17.4,16.7,2215
6487,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.044,17.4,16.7,2215
6488,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.044,17.4,16.7,2150
6489,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.044,17.4,16.7,2215
6490,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.2264,15.7,12.8,2215
6491,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.2264,15.7,12.8,2215
6492,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.2264,15.7,12.8,2150
6493,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.2264,15.7,12.8,2215
6494,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.0622,19.5,18.4,2215
6495,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.0622,19.5,18.4,2215
6496,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.0622,19.5,18.4,2150
6497,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.0622,19.5,18.4,2215
6498,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.035,23.4,22.6,2215
6499,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.035,23.4,22.6,2215
6500,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.035,23.4,22.6,2150
6501,BETH ISRAEL DEACONESS MEDICAL CENTER,MA,1.035,23.4,22.6,2215
6502,NEW ENGLAND BAPTIST HOSPITAL,MA,0.7286,2.9,4.0,2120
6503,NEW ENGLAND BAPTIST HOSPITAL,MA,0.9433,18.3,19.4,2120
6504,NEW ENGLAND BAPTIST HOSPITAL,MA,1.0371,23.4,22.6,2120
6505,MILFORD REGIONAL MEDICAL CENTER,MA,0.9219,17.1,18.5,1757
6506,MILFORD REGIONAL MEDICAL CENTER,MA,1.1821,25.1,21.2,1757
6507,MILFORD REGIONAL MEDICAL CENTER,MA,1.022,4.3,4.2,1757
6508,MILFORD REGIONAL MEDICAL CENTER,MA,1.1605,19.3,16.6,1757
6509,MILFORD REGIONAL MEDICAL CENTER,MA,1.0416,20.3,19.5,1757
6510,JACKSON PURCHASE MEDICAL CENTER,KY,1.0938,23.4,21.4,42066
6511,JACKSON PURCHASE MEDICAL CENTER,KY,1.3292,6.7,5.0,42066
6512,JACKSON PURCHASE MEDICAL CENTER,KY,1.0008,22.4,22.4,42066
6513,JACKSON PURCHASE MEDICAL CENTER,KY,1.2355,21.9,17.7,42066
6514,JACKSON PURCHASE MEDICAL CENTER,KY,1.1273,25.5,22.6,42066
6515,CENTRAL MAINE MEDICAL CENTER,ME,0.8903,19.1,21.5,4011
6516,CENTRAL MAINE MEDICAL CENTER,ME,0.8903,19.1,21.5,4210
6517,CENTRAL MAINE MEDICAL CENTER,ME,0.8903,19.1,21.5,4210
6518,CENTRAL MAINE MEDICAL CENTER,ME,0.8903,19.1,21.5,4240
6519,CENTRAL MAINE MEDICAL CENTER,ME,0.8903,19.1,21.5,4240
6520,CENTRAL MAINE MEDICAL CENTER,ME,0.8903,19.1,21.5,4240
6521,CENTRAL MAINE MEDICAL CENTER,ME,0.8903,19.1,21.5,4240
6522,CENTRAL MAINE MEDICAL CENTER,ME,0.8903,19.1,21.5,4086
6523,CENTRAL MAINE MEDICAL CENTER,ME,0.8906,13.3,14.9,4011
6524,CENTRAL MAINE MEDICAL CENTER,ME,0.8906,13.3,14.9,4210
6525,CENTRAL MAINE MEDICAL CENTER,ME,0.8906,13.3,14.9,4210
6526,CENTRAL MAINE MEDICAL CENTER,ME,0.8906,13.3,14.9,4240
6527,CENTRAL MAINE MEDICAL CENTER,ME,0.8906,13.3,14.9,4240
6528,CENTRAL MAINE MEDICAL CENTER,ME,0.8906,13.3,14.9,4240
6529,CENTRAL MAINE MEDICAL CENTER,ME,0.8906,13.3,14.9,4240
6530,CENTRAL MAINE MEDICAL CENTER,ME,0.8906,13.3,14.9,4086
6531,CENTRAL MAINE MEDICAL CENTER,ME,0.9717,16.2,16.7,4011
6532,CENTRAL MAINE MEDICAL CENTER,ME,0.9717,16.2,16.7,4210
6533,CENTRAL MAINE MEDICAL CENTER,ME,0.9717,16.2,16.7,4210
6534,CENTRAL MAINE MEDICAL CENTER,ME,0.9717,16.2,16.7,4240
6535,CENTRAL MAINE MEDICAL CENTER,ME,0.9717,16.2,16.7,4240
6536,CENTRAL MAINE MEDICAL CENTER,ME,0.9717,16.2,16.7,4240
6537,CENTRAL MAINE MEDICAL CENTER,ME,0.9717,16.2,16.7,4240
6538,CENTRAL MAINE MEDICAL CENTER,ME,0.9717,16.2,16.7,4086
6539,CENTRAL MAINE MEDICAL CENTER,ME,1.1055,14.0,12.7,4011
6540,CENTRAL MAINE MEDICAL CENTER,ME,1.1055,14.0,12.7,4210
6541,CENTRAL MAINE MEDICAL CENTER,ME,1.1055,14.0,12.7,4210
6542,CENTRAL MAINE MEDICAL CENTER,ME,1.1055,14.0,12.7,4240
6543,CENTRAL MAINE MEDICAL CENTER,ME,1.1055,14.0,12.7,4240
6544,CENTRAL MAINE MEDICAL CENTER,ME,1.1055,14.0,12.7,4240
6545,CENTRAL MAINE MEDICAL CENTER,ME,1.1055,14.0,12.7,4240
6546,CENTRAL MAINE MEDICAL CENTER,ME,1.1055,14.0,12.7,4086
6547,CENTRAL MAINE MEDICAL CENTER,ME,0.972,18.8,19.3,4011
6548,CENTRAL MAINE MEDICAL CENTER,ME,0.972,18.8,19.3,4210
6549,CENTRAL MAINE MEDICAL CENTER,ME,0.972,18.8,19.3,4210
6550,CENTRAL MAINE MEDICAL CENTER,ME,0.972,18.8,19.3,4240
6551,CENTRAL MAINE MEDICAL CENTER,ME,0.972,18.8,19.3,4240
6552,CENTRAL MAINE MEDICAL CENTER,ME,0.972,18.8,19.3,4240
6553,CENTRAL MAINE MEDICAL CENTER,ME,0.972,18.8,19.3,4240
6554,CENTRAL MAINE MEDICAL CENTER,ME,0.972,18.8,19.3,4086
6555,CENTRAL MAINE MEDICAL CENTER,ME,0.9075,4.0,4.4,4011
6556,CENTRAL MAINE MEDICAL CENTER,ME,0.9075,4.0,4.4,4210
6557,CENTRAL MAINE MEDICAL CENTER,ME,0.9075,4.0,4.4,4210
6558,CENTRAL MAINE MEDICAL CENTER,ME,0.9075,4.0,4.4,4240
6559,CENTRAL MAINE MEDICAL CENTER,ME,0.9075,4.0,4.4,4240
6560,CENTRAL MAINE MEDICAL CENTER,ME,0.9075,4.0,4.4,4240
6561,CENTRAL MAINE MEDICAL CENTER,ME,0.9075,4.0,4.4,4240
6562,CENTRAL MAINE MEDICAL CENTER,ME,0.9075,4.0,4.4,4086
6563,MAINEGENERAL MEDICAL CENTER,ME,0.8874,14.5,16.3,4330
6564,MAINEGENERAL MEDICAL CENTER,ME,0.8874,14.5,16.3,4330
6565,MAINEGENERAL MEDICAL CENTER,ME,0.8874,14.5,16.3,4901
6566,MAINEGENERAL MEDICAL CENTER,ME,0.8874,14.5,16.3,4901
6567,MAINEGENERAL MEDICAL CENTER,ME,0.9291,17.3,18.7,4330
6568,MAINEGENERAL MEDICAL CENTER,ME,0.9291,17.3,18.7,4330
6569,MAINEGENERAL MEDICAL CENTER,ME,0.9291,17.3,18.7,4901
6570,MAINEGENERAL MEDICAL CENTER,ME,0.9291,17.3,18.7,4901
6571,MAINEGENERAL MEDICAL CENTER,ME,1.0042,18.8,18.8,4330
6572,MAINEGENERAL MEDICAL CENTER,ME,1.0042,18.8,18.8,4330
6573,MAINEGENERAL MEDICAL CENTER,ME,1.0042,18.8,18.8,4901
6574,MAINEGENERAL MEDICAL CENTER,ME,1.0042,18.8,18.8,4901
6575,MAINEGENERAL MEDICAL CENTER,ME,0.8254,17.8,21.6,4330
6576,MAINEGENERAL MEDICAL CENTER,ME,0.8254,17.8,21.6,4330
6577,MAINEGENERAL MEDICAL CENTER,ME,0.8254,17.8,21.6,4901
6578,MAINEGENERAL MEDICAL CENTER,ME,0.8254,17.8,21.6,4901
6579,MAINEGENERAL MEDICAL CENTER,ME,0.8138,3.9,4.8,4330
6580,MAINEGENERAL MEDICAL CENTER,ME,0.8138,3.9,4.8,4330
6581,MAINEGENERAL MEDICAL CENTER,ME,0.8138,3.9,4.8,4901
6582,MAINEGENERAL MEDICAL CENTER,ME,0.8138,3.9,4.8,4901
6583,NORTHERN MAINE MEDICAL CENTER,ME,0.9233,4.1,4.5,4743
6584,NORTHERN MAINE MEDICAL CENTER,ME,0.9457,17.4,18.4,4743
6585,NORTHERN MAINE MEDICAL CENTER,ME,0.8553,14.4,16.8,4743
6586,NORTHERN MAINE MEDICAL CENTER,ME,0.8847,19.4,21.9,4743
6587,FREDERICK MEMORIAL HOSPITAL,MD,0.9189,20.6,22.5,21701
6588,FREDERICK MEMORIAL HOSPITAL,MD,0.9654,16.0,16.5,21701
6589,FREDERICK MEMORIAL HOSPITAL,MD,0.9401,19.2,20.5,21701
6590,FREDERICK MEMORIAL HOSPITAL,MD,1.2013,5.3,4.4,21701
6591,FREDERICK MEMORIAL HOSPITAL,MD,0.8726,15.3,17.5,21701
6592,OCHSNER MEDICAL CENTER-KENNER,LA,1.133,18.9,16.7,70065
6593,OCHSNER MEDICAL CENTER-KENNER,LA,1.0075,4.9,4.9,70065
6594,OCHSNER MEDICAL CENTER-KENNER,LA,1.0948,24.1,22.0,70065
6595,OCHSNER MEDICAL CENTER-KENNER,LA,1.1276,20.0,17.7,70065
6596,OCHSNER MEDICAL CENTER-KENNER,LA,0.9614,18.9,19.7,70065
6597,MERCY HEALTH MUSKEGON,MI,0.9499,13.9,14.6,49442
6598,MERCY HEALTH MUSKEGON,MI,0.9499,13.9,14.6,49442
6599,MERCY HEALTH MUSKEGON,MI,0.9499,13.9,14.6,49444
6600,MERCY HEALTH MUSKEGON,MI,0.9012,17.1,19.0,49442
6601,MERCY HEALTH MUSKEGON,MI,0.9012,17.1,19.0,49442
6602,MERCY HEALTH MUSKEGON,MI,0.9012,17.1,19.0,49444
6603,MERCY HEALTH MUSKEGON,MI,0.8566,18.9,22.1,49442
6604,MERCY HEALTH MUSKEGON,MI,0.8566,18.9,22.1,49442
6605,MERCY HEALTH MUSKEGON,MI,0.8566,18.9,22.1,49444
6606,MERCY HEALTH MUSKEGON,MI,0.9744,15.3,15.7,49442
6607,MERCY HEALTH MUSKEGON,MI,0.9744,15.3,15.7,49442
6608,MERCY HEALTH MUSKEGON,MI,0.9744,15.3,15.7,49444
6609,MERCY HEALTH MUSKEGON,MI,1.0005,4.8,4.8,49442
6610,MERCY HEALTH MUSKEGON,MI,1.0005,4.8,4.8,49442
6611,MERCY HEALTH MUSKEGON,MI,1.0005,4.8,4.8,49444
6612,MERCY HEALTH MUSKEGON,MI,0.8483,14.6,17.3,49442
6613,MERCY HEALTH MUSKEGON,MI,0.8483,14.6,17.3,49442
6614,MERCY HEALTH MUSKEGON,MI,0.8483,14.6,17.3,49444
6615,ST MARY'S OF MICHIGAN MEDICAL CENTER,MI,0.9892,12.9,13.0,48601
6616,ST MARY'S OF MICHIGAN MEDICAL CENTER,MI,1.0271,19.3,18.8,48601
6617,ST MARY'S OF MICHIGAN MEDICAL CENTER,MI,1.0158,22.0,21.7,48601
6618,ST MARY'S OF MICHIGAN MEDICAL CENTER,MI,1.0745,6.4,5.9,48601
6619,ST MARY'S OF MICHIGAN MEDICAL CENTER,MI,1.0026,15.7,15.6,48601
6620,ST MARY'S OF MICHIGAN MEDICAL CENTER,MI,1.0425,18.4,17.7,48601
6621,UNITED HOSPITAL,MN,0.9652,13.9,14.4,55102
6622,UNITED HOSPITAL,MN,0.9853,20.4,20.7,55102
6623,UNITED HOSPITAL,MN,1.0074,16.4,16.3,55102
6624,UNITED HOSPITAL,MN,1.0419,11.8,11.4,55102
6625,UNITED HOSPITAL,MN,0.9895,18.4,18.6,55102
6626,UNITED HOSPITAL,MN,1.2825,5.9,4.6,55102
6627,ST JOSEPH MERCY HOSPITAL,MI,0.9909,13.8,14.0,48197
6628,ST JOSEPH MERCY HOSPITAL,MI,0.9909,13.8,14.0,48197
6629,ST JOSEPH MERCY HOSPITAL,MI,0.9909,13.8,14.0,48106
6630,ST JOSEPH MERCY HOSPITAL,MI,0.9909,13.8,14.0,48106
6631,ST JOSEPH MERCY HOSPITAL,MI,0.9909,13.8,14.0,48197
6632,ST JOSEPH MERCY HOSPITAL,MI,0.9909,13.8,14.0,48108
6633,ST JOSEPH MERCY HOSPITAL,MI,0.9909,13.8,14.0,48170
6634,ST JOSEPH MERCY HOSPITAL,MI,1.0167,20.8,20.5,48197
6635,ST JOSEPH MERCY HOSPITAL,MI,1.0167,20.8,20.5,48197
6636,ST JOSEPH MERCY HOSPITAL,MI,1.0167,20.8,20.5,48106
6637,ST JOSEPH MERCY HOSPITAL,MI,1.0167,20.8,20.5,48106
6638,ST JOSEPH MERCY HOSPITAL,MI,1.0167,20.8,20.5,48197
6639,ST JOSEPH MERCY HOSPITAL,MI,1.0167,20.8,20.5,48108
6640,ST JOSEPH MERCY HOSPITAL,MI,1.0167,20.8,20.5,48170
6641,ST JOSEPH MERCY HOSPITAL,MI,0.9813,15.2,15.5,48197
6642,ST JOSEPH MERCY HOSPITAL,MI,0.9813,15.2,15.5,48197
6643,ST JOSEPH MERCY HOSPITAL,MI,0.9813,15.2,15.5,48106
6644,ST JOSEPH MERCY HOSPITAL,MI,0.9813,15.2,15.5,48106
6645,ST JOSEPH MERCY HOSPITAL,MI,0.9813,15.2,15.5,48197
6646,ST JOSEPH MERCY HOSPITAL,MI,0.9813,15.2,15.5,48108
6647,ST JOSEPH MERCY HOSPITAL,MI,0.9813,15.2,15.5,48170
6648,ST JOSEPH MERCY HOSPITAL,MI,0.9405,20.7,22.0,48197
6649,ST JOSEPH MERCY HOSPITAL,MI,0.9405,20.7,22.0,48197
6650,ST JOSEPH MERCY HOSPITAL,MI,0.9405,20.7,22.0,48106
6651,ST JOSEPH MERCY HOSPITAL,MI,0.9405,20.7,22.0,48106
6652,ST JOSEPH MERCY HOSPITAL,MI,0.9405,20.7,22.0,48197
6653,ST JOSEPH MERCY HOSPITAL,MI,0.9405,20.7,22.0,48108
6654,ST JOSEPH MERCY HOSPITAL,MI,0.9405,20.7,22.0,48170
6655,ST JOSEPH MERCY HOSPITAL,MI,1.0676,5.0,4.7,48197
6656,ST JOSEPH MERCY HOSPITAL,MI,1.0676,5.0,4.7,48197
6657,ST JOSEPH MERCY HOSPITAL,MI,1.0676,5.0,4.7,48106
6658,ST JOSEPH MERCY HOSPITAL,MI,1.0676,5.0,4.7,48106
6659,ST JOSEPH MERCY HOSPITAL,MI,1.0676,5.0,4.7,48197
6660,ST JOSEPH MERCY HOSPITAL,MI,1.0676,5.0,4.7,48108
6661,ST JOSEPH MERCY HOSPITAL,MI,1.0676,5.0,4.7,48170
6662,ST JOSEPH MERCY HOSPITAL,MI,1.0795,18.2,16.8,48197
6663,ST JOSEPH MERCY HOSPITAL,MI,1.0795,18.2,16.8,48197
6664,ST JOSEPH MERCY HOSPITAL,MI,1.0795,18.2,16.8,48106
6665,ST JOSEPH MERCY HOSPITAL,MI,1.0795,18.2,16.8,48106
6666,ST JOSEPH MERCY HOSPITAL,MI,1.0795,18.2,16.8,48197
6667,ST JOSEPH MERCY HOSPITAL,MI,1.0795,18.2,16.8,48108
6668,ST JOSEPH MERCY HOSPITAL,MI,1.0795,18.2,16.8,48170
6669,MCLAREN GREATER LANSING,MI,0.9872,4.5,4.6,48910
6670,MCLAREN GREATER LANSING,MI,0.9872,4.5,4.6,48910
6671,MCLAREN GREATER LANSING,MI,0.9116,20.7,22.7,48910
6672,MCLAREN GREATER LANSING,MI,0.9116,20.7,22.7,48910
6673,MCLAREN GREATER LANSING,MI,0.8803,15.9,18.1,48910
6674,MCLAREN GREATER LANSING,MI,0.8803,15.9,18.1,48910
6675,MCLAREN GREATER LANSING,MI,0.8583,12.2,14.2,48910
6676,MCLAREN GREATER LANSING,MI,0.8583,12.2,14.2,48910
6677,MCLAREN GREATER LANSING,MI,1.1321,18.4,16.2,48910
6678,MCLAREN GREATER LANSING,MI,1.1321,18.4,16.2,48910
6679,MCLAREN GREATER LANSING,MI,1.0155,20.8,20.5,48910
6680,MCLAREN GREATER LANSING,MI,1.0155,20.8,20.5,48910
6681,METROWEST MEDICAL CENTER,MA,1.0084,17.1,17.0,1702
6682,METROWEST MEDICAL CENTER,MA,1.0084,17.1,17.0,1760
6683,METROWEST MEDICAL CENTER,MA,0.9129,20.4,22.4,1702
6684,METROWEST MEDICAL CENTER,MA,0.9129,20.4,22.4,1760
6685,METROWEST MEDICAL CENTER,MA,0.9171,4.2,4.6,1702
6686,METROWEST MEDICAL CENTER,MA,0.9171,4.2,4.6,1760
6687,METROWEST MEDICAL CENTER,MA,0.9657,19.7,20.4,1702
6688,METROWEST MEDICAL CENTER,MA,0.9657,19.7,20.4,1760
6689,METROWEST MEDICAL CENTER,MA,0.9046,15.4,17.0,1702
6690,METROWEST MEDICAL CENTER,MA,0.9046,15.4,17.0,1760
6691,NANTUCKET COTTAGE HOSPITAL,MA,0.9365,12.4,13.2,2554
6692,NANTUCKET COTTAGE HOSPITAL,MA,0.9534,17.7,18.6,2554
6693,MEMORIAL HEALTHCARE,MI,1.0246,21.0,20.5,48867
6694,MEMORIAL HEALTHCARE,MI,0.964,4.7,4.8,48867
6695,MEMORIAL HEALTHCARE,MI,0.9936,17.2,17.3,48867
6696,MEMORIAL HEALTHCARE,MI,1.0015,15.3,15.3,48867
6697,OTSEGO MEMORIAL HOSPITAL,MI,0.9328,15.7,16.8,49735
6698,OTSEGO MEMORIAL HOSPITAL,MI,0.9307,17.9,19.2,49735
6699,OTSEGO MEMORIAL HOSPITAL,MI,0.9524,4.2,4.4,49735
6700,OTSEGO MEMORIAL HOSPITAL,MI,0.9312,16.3,17.5,49735
6701,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,MI,1.0364,19.7,19.0,49783
6702,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,MI,0.9448,20.7,21.9,49783
6703,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,MI,0.9668,15.2,15.7,49783
6704,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,MI,0.9679,5.0,5.2,49783
6705,MEDSTAR UNION MEMORIAL HOSPITAL,MD,0.968,17.7,18.3,21209
6706,MEDSTAR UNION MEMORIAL HOSPITAL,MD,0.8983,20.6,22.9,21209
6707,MEDSTAR UNION MEMORIAL HOSPITAL,MD,0.946,21.1,22.3,21209
6708,MEDSTAR UNION MEMORIAL HOSPITAL,MD,0.8601,3.6,4.2,21209
6709,MEDSTAR UNION MEMORIAL HOSPITAL,MD,0.967,17.1,17.7,21209
6710,MEDSTAR UNION MEMORIAL HOSPITAL,MD,0.8835,13.1,14.8,21209
6711,COOPER COUNTY MEMORIAL HOSPITAL,MO,0.9651,13.9,14.4,65233
6712,COOPER COUNTY MEMORIAL HOSPITAL,MO,1.0356,17.6,17.0,65233
6713,COOPER COUNTY MEMORIAL HOSPITAL,MO,0.9879,17.8,18.1,65233
6714,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,MO,0.9594,13.7,14.3,63301
6715,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,MO,1.0384,20.9,20.2,63301
6716,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,MO,1.0879,18.5,17.0,63301
6717,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,MO,1.032,16.8,16.3,63301
6718,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,MO,0.9858,20.7,21.0,63301
6719,SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES,MO,1.086,5.7,5.3,63301
6720,BOTHWELL REGIONAL HEALTH CENTER,MO,1.0622,17.3,16.3,65301
6721,BOTHWELL REGIONAL HEALTH CENTER,MO,1.1319,21.3,18.8,65301
6722,BOTHWELL REGIONAL HEALTH CENTER,MO,0.9208,4.3,4.7,65301
6723,BOTHWELL REGIONAL HEALTH CENTER,MO,1.0687,18.8,17.6,65301
6724,BOTHWELL REGIONAL HEALTH CENTER,MO,1.0276,21.3,20.8,65301
6725,TWIN RIVERS REGIONAL MEDICAL CENTER,MO,1.0465,21.5,20.6,63857
6726,TWIN RIVERS REGIONAL MEDICAL CENTER,MO,1.0444,4.3,4.1,63857
6727,TWIN RIVERS REGIONAL MEDICAL CENTER,MO,1.0385,16.9,16.3,63857
6728,TWIN RIVERS REGIONAL MEDICAL CENTER,MO,1.0571,18.6,17.6,63857
6729,HANNIBAL REGIONAL HOSPITAL,MO,0.9453,13.5,14.3,63401
6730,HANNIBAL REGIONAL HOSPITAL,MO,0.9453,13.5,14.3,63401
6731,HANNIBAL REGIONAL HOSPITAL,MO,1.0589,22.3,21.0,63401
6732,HANNIBAL REGIONAL HOSPITAL,MO,1.0589,22.3,21.0,63401
6733,HANNIBAL REGIONAL HOSPITAL,MO,1.054,20.4,19.3,63401
6734,HANNIBAL REGIONAL HOSPITAL,MO,1.054,20.4,19.3,63401
6735,HANNIBAL REGIONAL HOSPITAL,MO,1.1362,5.0,4.4,63401
6736,HANNIBAL REGIONAL HOSPITAL,MO,1.1362,5.0,4.4,63401
6737,HANNIBAL REGIONAL HOSPITAL,MO,1.0738,17.8,16.6,63401
6738,HANNIBAL REGIONAL HOSPITAL,MO,1.0738,17.8,16.6,63401
6739,RESEARCH MEDICAL CENTER,MO,0.9421,21.1,22.4,64132
6740,RESEARCH MEDICAL CENTER,MO,0.9421,21.1,22.4,64132
6741,RESEARCH MEDICAL CENTER,MO,0.9421,21.1,22.4,64132
6742,RESEARCH MEDICAL CENTER,MO,1.0428,19.5,18.7,64132
6743,RESEARCH MEDICAL CENTER,MO,1.0428,19.5,18.7,64132
6744,RESEARCH MEDICAL CENTER,MO,1.0428,19.5,18.7,64132
6745,RESEARCH MEDICAL CENTER,MO,1.0632,22.4,21.1,64132
6746,RESEARCH MEDICAL CENTER,MO,1.0632,22.4,21.1,64132
6747,RESEARCH MEDICAL CENTER,MO,1.0632,22.4,21.1,64132
6748,RESEARCH MEDICAL CENTER,MO,0.9999,14.3,14.3,64132
6749,RESEARCH MEDICAL CENTER,MO,0.9999,14.3,14.3,64132
6750,RESEARCH MEDICAL CENTER,MO,0.9999,14.3,14.3,64132
6751,RESEARCH MEDICAL CENTER,MO,1.0283,15.5,15.1,64132
6752,RESEARCH MEDICAL CENTER,MO,1.0283,15.5,15.1,64132
6753,RESEARCH MEDICAL CENTER,MO,1.0283,15.5,15.1,64132
6754,RESEARCH MEDICAL CENTER,MO,0.9807,4.1,4.2,64132
6755,RESEARCH MEDICAL CENTER,MO,0.9807,4.1,4.2,64132
6756,RESEARCH MEDICAL CENTER,MO,0.9807,4.1,4.2,64132
6757,BARNES JEWISH HOSPITAL,MO,1.058,19.4,18.4,63129
6758,BARNES JEWISH HOSPITAL,MO,0.9082,15.5,17.0,63129
6759,BARNES JEWISH HOSPITAL,MO,0.8092,3.6,4.4,63129
6760,BARNES JEWISH HOSPITAL,MO,1.1565,23.1,20.0,63129
6761,BARNES JEWISH HOSPITAL,MO,0.9775,23.3,23.9,63129
6762,BARNES JEWISH HOSPITAL,MO,0.9629,21.6,22.4,63129
6763,CAPITAL REGION MEDICAL CENTER,MO,1.0132,14.1,13.9,65101
6764,CAPITAL REGION MEDICAL CENTER,MO,0.8514,4.0,4.8,65101
6765,CAPITAL REGION MEDICAL CENTER,MO,0.9079,14.1,15.6,65101
6766,CAPITAL REGION MEDICAL CENTER,MO,1.0639,14.7,13.8,65101
6767,CAPITAL REGION MEDICAL CENTER,MO,0.9477,18.3,19.3,65101
6768,CAPITAL REGION MEDICAL CENTER,MO,1.0158,20.0,19.7,65101
6769,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,MS,1.0463,18.5,17.7,39159
6770,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,MS,1.0447,13.8,13.3,39159
6771,MERIT HEALTH NATCHEZ,MS,1.0484,14.1,13.5,39120
6772,MERIT HEALTH NATCHEZ,MS,0.9578,14.0,14.6,39120
6773,MERIT HEALTH NATCHEZ,MS,0.98,19.1,19.5,39120
6774,MERIT HEALTH NATCHEZ,MS,0.9955,4.0,4.0,39120
6775,MERIT HEALTH NATCHEZ,MS,1.0076,16.4,16.3,39120
6776,MERIT HEALTH WESLEY,MS,0.9912,20.9,21.1,39404
6777,MERIT HEALTH WESLEY,MS,0.9763,4.0,4.1,39404
6778,MERIT HEALTH WESLEY,MS,0.9975,16.9,17.0,39404
6779,MERIT HEALTH WESLEY,MS,1.1279,15.0,13.3,39404
6780,MERIT HEALTH WESLEY,MS,1.049,14.0,13.3,39404
6781,MERIT HEALTH WESLEY,MS,0.946,14.1,14.9,39404
6782,GREENWOOD LEFLORE HOSPITAL,MS,0.9696,18.8,19.3,38930
6783,GREENWOOD LEFLORE HOSPITAL,MS,0.9696,18.8,19.3,38901
6784,GREENWOOD LEFLORE HOSPITAL,MS,0.9696,18.8,19.3,38930
6785,GREENWOOD LEFLORE HOSPITAL,MS,0.9294,17.5,18.8,38930
6786,GREENWOOD LEFLORE HOSPITAL,MS,0.9294,17.5,18.8,38901
6787,GREENWOOD LEFLORE HOSPITAL,MS,0.9294,17.5,18.8,38930
6788,GREENWOOD LEFLORE HOSPITAL,MS,1.0979,19.1,17.4,38930
6789,GREENWOOD LEFLORE HOSPITAL,MS,1.0979,19.1,17.4,38901
6790,GREENWOOD LEFLORE HOSPITAL,MS,1.0979,19.1,17.4,38930
6791,GREENWOOD LEFLORE HOSPITAL,MS,1.1194,22.3,20.0,38930
6792,GREENWOOD LEFLORE HOSPITAL,MS,1.1194,22.3,20.0,38901
6793,GREENWOOD LEFLORE HOSPITAL,MS,1.1194,22.3,20.0,38930
6794,GREENWOOD LEFLORE HOSPITAL,MS,1.1845,5.1,4.3,38930
6795,GREENWOOD LEFLORE HOSPITAL,MS,1.1845,5.1,4.3,38901
6796,GREENWOOD LEFLORE HOSPITAL,MS,1.1845,5.1,4.3,38930
6797,THREE RIVERS HEALTH,MI,0.9233,14.6,15.8,49093
6798,THREE RIVERS HEALTH,MI,1.0338,19.4,18.8,49093
6799,THREE RIVERS HEALTH,MI,1.0292,23.3,22.7,49093
6800,SPECTRUM HEALTH UNITED HOSPITAL,MI,0.9906,20.6,20.8,48838
6801,SPECTRUM HEALTH UNITED HOSPITAL,MI,0.9906,20.6,20.8,48838
6802,SPECTRUM HEALTH UNITED HOSPITAL,MI,0.9906,20.6,20.8,48838
6803,SPECTRUM HEALTH UNITED HOSPITAL,MI,0.9906,20.6,20.8,48838
6804,SPECTRUM HEALTH UNITED HOSPITAL,MI,0.9906,20.6,20.8,48850
6805,SPECTRUM HEALTH UNITED HOSPITAL,MI,0.9906,20.6,20.8,48809
6806,SPECTRUM HEALTH UNITED HOSPITAL,MI,1.0109,17.7,17.5,48838
6807,SPECTRUM HEALTH UNITED HOSPITAL,MI,1.0109,17.7,17.5,48838
