,hospital_name,provider_number,state,readmission_ratio,predicted_rate,expected_rate
12159,MCLEOD MEDICAL CENTER - DILLON,420005,SC,0.9689,15.5,16.0
12160,CANNON MEMORIAL HOSPITAL,420011,SC,0.9984,17.2,17.2
12161,BAPTIST EASLEY HOSPITAL,420015,SC,0.9904,18.8,18.9
12162,PALMETTO HEALTH RICHLAND,420018,SC,0.9235,4.0,4.3
12163,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,60064,CO,1.0142,13.7,13.5
12164,JOHN DEMPSEY HOSPITAL,70036,CT,1.0364,16.4,15.9
12167,PARRISH MEDICAL CENTER,100028,FL,0.8951,16.7,18.6
12168,HEALTH CENTRAL,100030,FL,1.0079,20.2,20.1
12169,WAYNE MEMORIAL HOSPITAL,390125,PA,0.9956,17.4,17.4
12171,MARYMOUNT HOSPITAL,360143,OH,0.9498,20.6,21.7
12173,SETON MEDICAL CENTER WILLIAMSON,670041,TX,0.9838,21.2,21.5
12174,MARY HITCHCOCK MEMORIAL HOSPITAL,300003,NH,0.682,3.1,4.5
12175,PALISADES MEDICAL CENTER,310003,NJ,1.1642,20.2,17.3
12176,SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,1.0535,14.0,13.2
12177,POPLAR BLUFF REGIONAL MEDICAL CENTER,260119,MO,1.0284,16.6,16.2
12179,ST MARY'S MEDICAL CENTER,260193,MO,0.9972,14.0,14.0
12182,OCEAN MEDICAL CENTER,310052,NJ,0.9819,17.4,17.7
12183,HACKENSACK-UMC MOUNTAINSIDE,310054,NJ,0.9726,17.0,17.5
12184,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,310057,NJ,0.8949,14.1,15.8
12185,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,310084,NJ,1.0141,19.2,19.0
12187,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",330011,NY,0.9657,4.3,4.5
12188,ST PETER'S HOSPITAL,330057,NY,0.9953,21.0,21.1
12190,JAMESON MEMORIAL HOSPITAL,390016,PA,1.1371,4.8,4.2
12191,MARION GENERAL HOSPITAL,360011,OH,1.0877,18.6,17.1
12192,READING HOSPITAL,390044,PA,1.0148,12.8,12.6
12193,HARDIN MEDICAL CENTER,440109,TN,1.0066,21.2,21.0
12194,VIRGINIA MASON MEDICAL CENTER,500005,WA,0.9172,14.4,15.7
12195,UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,0.9031,12.6,14.0
12196,UNIVERSITY OF WASHINGTON MEDICAL CTR,500008,WA,0.9943,22.2,22.4
12198,HIGHLINE MEDICAL CENTER,500011,WA,1.0748,21.5,20.0
12199,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,500014,WA,0.8275,3.5,4.3
12200,CENTRAL WASHINGTON HOSPITAL,500016,WA,0.9253,16.2,17.5
12201,CENTRAL WASHINGTON HOSPITAL,500016,WA,0.8725,17.5,20.1
12202,ST FRANCIS-DOWNTOWN,420023,SC,0.8078,9.8,12.2
12203,PROVIDENCE HEALTH,420026,SC,0.9567,12.9,13.5
12204,THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,450002,TX,1.2144,4.8,3.9
12205,THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,450002,TX,1.1436,18.6,16.3
12206,UNITED REGIONAL HEALTH CARE SYSTEM,450010,TX,0.8791,18.6,21.1
12207,ST JOSEPH REGIONAL HEALTH CENTER,450011,TX,0.9434,11.9,12.6
12208,ST JOSEPH REGIONAL HEALTH CENTER,450011,TX,0.9877,19.0,19.3
12209,ST JOSEPH REGIONAL HEALTH CENTER,450011,TX,0.9378,15.3,16.3
12210,UNIVERSITY OF TEXAS MEDICAL BRANCH,450018,TX,1.0924,18.7,17.1
12211,UNIVERSITY OF TEXAS MEDICAL BRANCH,450018,TX,1.0706,22.9,21.4
12212,UNIVERSITY MEDICAL CENTER OF EL PASO,450024,TX,1.0286,13.9,13.6
12214,SAMARITAN HOSPITAL,330180,NY,0.9859,16.1,16.3
12215,KNOX COUNTY HOSPITAL,450746,TX,1.0198,14.9,14.6
12217,EAST TEXAS MEDICAL CENTER TRINITY,450749,TX,0.9746,15.2,15.6
12219,UPPER VALLEY MEDICAL CENTER,360174,OH,1.1062,4.8,4.4
12220,DOYLESTOWN HOSPITAL,390203,PA,1.055,20.2,19.1
12223,ST JOSEPH MEDICAL CENTER,500108,WA,1.0001,21.5,21.5
12224,EVERGREENHEALTH MEDICAL CENTER,500124,WA,0.9835,16.2,16.5
12225,TACOMA GENERAL ALLENMORE HOSPITAL,500129,WA,0.9806,4.4,4.5
12226,CAPITAL MEDICAL CENTER,500139,WA,0.9723,14.2,14.6
12227,CAPITAL MEDICAL CENTER,500139,WA,0.901,17.7,19.6
12228,CAPITAL MEDICAL CENTER,500139,WA,0.9654,13.5,14.0
12231,ST LUKE'S SUGAR LAND HOSPITAL,670053,TX,0.9884,15.0,15.2
12233,SETON MEDICAL CENTER HAYS,670056,TX,1.0178,14.2,13.9
12235,BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE,670060,TX,0.8655,14.7,17.0
12236,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,670068,TX,1.086,17.8,16.4
12238,COLUMBIA MEMORIAL HOSPITAL,330094,NY,0.9391,4.6,4.9
12240,CHI HEALTH NEBRASKA HEART,280128,NE,0.9888,19.3,19.5
12242,NEBRASKA ORTHOPAEDIC HOSPITAL,280129,NE,0.7901,2.9,3.7
12244,BELLEVUE MEDICAL CENTER,280132,NE,1.0022,19.2,19.2
12246,KEARNEY REGIONAL MEDICAL CENTER,280134,NE,1.0434,4.3,4.1
12247,SUNRISE HOSPITAL AND MEDICAL CENTER,290003,NV,1.2285,21.1,17.1
12248,NORTHEASTERN NEVADA REGIONAL HOSPITAL,290008,NV,1.0208,20.2,19.7
12249,SAINT MARY'S REGIONAL MEDICAL CENTER,290009,NV,1.0323,15.8,15.3
12250,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,450028,TX,1.046,16.3,15.6
12251,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,450034,TX,0.876,15.0,17.1
12252,ST JOSEPH MEDICAL CENTER,450035,TX,0.9746,16.2,16.7
12255,DAVIS HOSPITAL AND MEDICAL CENTER,460041,UT,0.9626,10.4,10.8
12256,DAVIS HOSPITAL AND MEDICAL CENTER,460041,UT,0.9206,17.7,19.2
12257,LAKEVIEW HOSPITAL,460042,UT,0.9422,13.8,14.6
12258,ALTA VIEW HOSPITAL,460044,UT,0.9391,17.2,18.3
12260,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,500148,WA,0.9074,2.7,2.9
12261,LEGACY SALMON CREEK MEDICAL CENTER,500150,WA,1.0545,18.1,17.2
12262,SWEDISH ISSAQUAH,500152,WA,1.0096,19.8,19.7
12263,SWEDISH ISSAQUAH,500152,WA,0.893,12.6,14.1
12264,WEST VIRGINIA UNIVERSITY HOSPITALS,510001,WV,1.0646,15.1,14.2
12265,WEST VIRGINIA UNIVERSITY HOSPITALS,510001,WV,1.0074,22.2,22.0
12266,WEST VIRGINIA UNIVERSITY HOSPITALS,510001,WV,1.0528,24.4,23.2
12268,GREENBRIER VALLEY MEDICAL CENTER,510002,WV,1.0456,18.0,17.3
12269,UNITED HOSPITAL CENTER,510006,WV,0.9496,21.0,22.1
12270,ST MARY'S MEDICAL CENTER,510007,WV,1.0586,16.4,15.5
12271,LARKIN COMMUNITY HOSPITAL,100181,FL,1.0536,24.2,23.0
12272,PALMETTO GENERAL HOSPITAL,100187,FL,1.0018,21.6,21.6
12273,GALLUP INDIAN MEDICAL CENTER,320061,NM,1.0522,18.8,17.9
12275,LOVELACE MEDICAL CENTER,320009,NM,0.8941,16.2,18.2
12276,TRINITAS REGIONAL MEDICAL CENTER,310027,NJ,1.0379,5.4,5.2
12277,PROVIDENCE SACRED HEART MEDICAL CENTER,500054,WA,0.7917,10.8,13.7
12278,ST ANTHONY HOSPITAL,500151,WA,0.9619,3.6,3.8
12279,SWEDISH ISSAQUAH,500152,WA,1.0387,3.9,3.7
12280,UNITED HOSPITAL CENTER,510006,WV,1.058,18.9,17.9
12281,ST MARY'S MEDICAL CENTER,510007,WV,0.8001,3.3,4.2
12282,LOGAN REGIONAL MEDICAL CENTER,510048,WV,1.0733,21.8,20.3
12283,ST ELIZABETH HOSPITAL,520009,WI,1.0191,18.2,17.9
12285,RUTLAND REGIONAL MEDICAL CENTER,470005,VT,0.7396,3.3,4.5
12286,COX MEDICAL CENTER BRANSON,260094,MO,0.9037,19.9,22.1
12288,WESTERN MISSOURI MEDICAL CENTER,260097,MO,0.9548,3.7,3.9
12289,TRUMAN MEDICAL CENTER LAKEWOOD,260102,MO,0.9865,23.1,23.4
12290,TRUMAN MEDICAL CENTER LAKEWOOD,260102,MO,1.0512,18.6,17.7
12291,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,260105,MO,1.0549,18.4,17.4
12292,MISSOURI BAPTIST MEDICAL CENTER,260108,MO,0.8879,11.4,12.9
12293,MISSOURI BAPTIST MEDICAL CENTER,260108,MO,1.1062,4.6,4.2
12294,MISSOURI DELTA MEDICAL CENTER,260113,MO,0.9805,4.8,4.8
12299,LONE PEAK HOSPITAL,460060,UT,1.077,3.6,3.3
12300,LATIMER COUNTY GENERAL HOSPITAL,370072,OK,0.974,14.3,14.7
12301,PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL,370083,OK,0.9379,16.6,17.7
12302,EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,GA,0.9741,4.6,4.7
12312,BERKELEY MEDICAL CENTER,510008,WV,1.0228,15.0,14.6
12313,BERKELEY MEDICAL CENTER,510008,WV,0.9427,17.8,18.9
12314,BERKELEY MEDICAL CENTER,510008,WV,1.0079,22.2,22.0
12316,WINCHESTER MEDICAL CENTER,490005,VA,0.9982,13.8,13.8
12318,SENTARA HALIFAX REGIONAL HOSPITAL,490013,VA,1.0841,17.9,16.5
12319,AUGUSTA HEALTH,490018,VA,0.9729,14.2,14.6
12324,METHODIST HOSPITAL FOR SURGERY,670073,TX,0.8097,3.5,4.3
12327,ST LUKES HOSPITAL OF KANSAS CITY,260138,MO,0.9922,14.8,14.9
12328,ST LUKES HOSPITAL OF KANSAS CITY,260138,MO,0.9883,5.2,5.3
12329,UNIVERSITY OF MISSOURI HEALTH CARE,260141,MO,0.8986,13.2,14.7
12330,UNIVERSITY OF MISSOURI HEALTH CARE,260141,MO,0.9066,16.4,18.1
12331,FITZGIBBON HOSPITAL,260142,MO,1.0729,15.1,14.1
12332,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,260160,MO,1.0116,17.9,17.7
12333,BARNES-JEWISH WEST COUNTY HOSPITAL,260162,MO,1.0461,21.9,20.9
12334,ST LUKES HOSPITAL,260179,MO,0.9728,16.2,16.7
12335,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,260180,MO,1.0863,20.3,18.7
12336,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,260180,MO,1.07,22.2,20.8
12337,LAKE REGIONAL HEALTH SYSTEM,260186,MO,1.0824,13.3,12.3
12338,LAKE REGIONAL HEALTH SYSTEM,260186,MO,1.0418,22.7,21.8
12339,LAKE REGIONAL HEALTH SYSTEM,260186,MO,0.8803,15.1,17.1
12340,SOUTHWESTERN MEDICAL CENTER,370097,OK,0.9993,23.6,23.6
12342,CHOCTAW MEMORIAL HOSPITAL,370100,OK,0.9371,18.1,19.3
12343,CHOCTAW MEMORIAL HOSPITAL,370100,OK,1.0182,21.1,20.8
12345,INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,1.0076,19.5,19.3
12346,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,1.0215,17.5,17.2
12347,"ST JOHN MEDICAL CENTER, INC",370114,OK,0.8426,10.0,11.8
12349,GHS GREER MEMORIAL HOSPITAL,420033,SC,0.8197,3.2,4.0
12351,REYNOLDS MEMORIAL HOSPITAL,510013,WV,0.9815,19.4,19.7
12352,MONONGALIA COUNTY GENERAL HOSPITAL,510024,WV,0.8882,16.7,18.8
12353,THOMAS MEMORIAL HOSPITAL,510029,WV,1.0509,25.5,24.2
12355,PRINCETON COMMUNITY HOSPITAL,510046,WV,0.9964,19.7,19.8
12356,FAIRMONT REGIONAL MEDICAL CENTER,510047,WV,1.0934,25.2,23.0
12357,CABELL HUNTINGTON HOSPITAL INC,510055,WV,1.0226,17.6,17.2
12359,HOUSTON METHODIST WEST HOSPITAL,670077,TX,0.9707,13.7,14.2
12360,HOUSTON METHODIST WEST HOSPITAL,670077,TX,0.9719,16.9,17.4
12363,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,670088,TX,1.0337,4.9,4.7
12366,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS,520096,WI,0.9954,4.7,4.8
12367,AURORA BAYCARE MEDICAL CTR,520193,WI,1.0578,14.4,13.6
12370,ST MARY'S MEDICAL CENTER,260193,MO,0.9659,19.7,20.4
12372,DEBORAH HEART AND LUNG CENTER,310031,NJ,0.9864,18.0,18.2
12373,INSPIRA MEDICAL CENTER VINELAND,310032,NJ,1.0635,19.6,18.4
12374,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,310038,NJ,1.0488,18.4,17.5
12375,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,310038,NJ,1.1811,20.8,17.6
12376,COMMUNITY MEDICAL CENTER,310041,NJ,0.9991,5.7,5.7
12377,COMMUNITY MEDICAL CENTER,310041,NJ,1.0062,17.9,17.8
12378,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,310045,NJ,1.0781,20.0,18.5
12379,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,310048,NJ,1.1451,19.6,17.1
12381,NEWBERRY COUNTY MEMORIAL HOSPITAL,420053,SC,1.0037,19.7,19.7
12382,PROVIDENCE HEALTH CENTER,450042,TX,0.988,19.4,19.6
12383,GOOD SAMARITAN MEDICAL CENTER,100287,FL,0.9881,19.9,20.2
12384,DEKALB MEDICAL CENTER AT HILLANDALE,110226,GA,1.1276,17.6,15.6
12385,EMORY JOHNS CREEK HOSPITAL,110230,GA,1.0308,4.0,3.9
12386,STRAUB CLINIC AND HOSPITAL,120022,HI,0.9291,12.8,13.8
12388,GOOD SAMARITAN REGIONAL HLTH CENTER,140046,IL,1.0204,19.7,19.3
12389,WEST SUBURBAN MEDICAL CENTER,140049,IL,1.0957,22.2,20.2
12390,METROSOUTH MEDICAL CENTER,140118,IL,1.3064,5.9,4.5
12391,MEMORIAL MEDICAL CENTER,140148,IL,0.9018,14.4,16.0
12393,RALEIGH GENERAL HOSPITAL,510070,WV,1.3056,6.6,5.0
12394,BLUEFIELD REGIONAL MEDICAL CENTER,510071,WV,1.0915,18.3,16.8
12395,BLUEFIELD REGIONAL MEDICAL CENTER,510071,WV,1.0501,20.2,19.2
12396,BLUEFIELD REGIONAL MEDICAL CENTER,510071,WV,0.9815,21.6,22.0
12397,NORTH CYPRESS MEDICAL CENTER,670024,TX,1.027,16.7,16.3
12398,SETON MEDICAL CENTER WILLIAMSON,670041,TX,1.0031,20.1,20.0
12399,SENTARA HALIFAX REGIONAL HOSPITAL,490013,VA,0.8797,4.2,4.8
12400,BON SECOURS MARYVIEW MEDICAL CENTER,490017,VA,0.9826,17.7,18.0
12401,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,670088,TX,1.0494,15.5,14.7
12402,INOVA LOUDOUN HOSPITAL,490043,VA,1.0947,17.5,16.0
12403,SENTARA OBICI HOSPITAL,490044,VA,1.0332,17.2,16.7
12406,JOHN RANDOLPH MEDICAL CENTER,490020,VA,1.0483,17.6,16.8
12407,"MARY WASHINGTON HOSPITAL, INC",490022,VA,0.9391,14.4,15.3
12408,CARILION ROANOKE MEMORIAL HOSPITAL,490024,VA,0.9396,19.3,20.5
12409,CARILION ROANOKE MEMORIAL HOSPITAL,490024,VA,1.0404,4.4,4.2
12410,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,490032,VA,0.9837,17.0,17.3
12411,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,490032,VA,1.0078,23.4,23.2
12412,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,310050,NJ,1.0786,17.7,16.4
12413,ST LUKE'S WARREN HOSPITAL,310060,NJ,0.9769,17.4,17.8
12414,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,310061,NJ,1.0489,20.8,19.8
12415,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,310064,NJ,1.0711,19.2,17.9
12416,SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,0.9375,17.5,18.6
12417,SAINT PETER'S UNIVERSITY HOSPITAL,310070,NJ,1.1308,5.2,4.6
12418,JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,0.8675,12.5,14.4
12419,JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,0.9493,19.8,20.8
12420,JERSEY SHORE UNIVERSITY MEDICAL CENTER,310073,NJ,0.8976,20.2,22.5
12421,JERSEY CITY MEDICAL CENTER,310074,NJ,1.1187,19.2,17.1
12422,JERSEY CITY MEDICAL CENTER,310074,NJ,0.9573,4.7,4.9
12423,MONMOUTH MEDICAL CENTER,310075,NJ,0.9944,4.4,4.4
12424,SAINT BARNABAS MEDICAL CENTER,310076,NJ,1.0689,18.9,17.7
12425,SAINT BARNABAS MEDICAL CENTER,310076,NJ,0.9127,19.9,21.8
12426,ST VINCENT'S BIRMINGHAM,10056,AL,0.9308,3.6,3.9
12428,BIBB MEDICAL CENTER,10058,AL,0.9547,19.1,20.0
12430,RUSSELL HOSPITAL,10065,AL,1.0858,17.7,16.3
12431,MEDICAL CENTER BARBOUR,10069,AL,1.0517,19.1,18.1
12432,MEDICAL CENTER BARBOUR,10069,AL,0.9308,19.4,20.8
12434,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,10078,AL,1.0282,17.3,16.8
12435,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,10085,AL,1.0334,19.0,18.4
12436,WALKER BAPTIST MEDICAL CENTER,10089,AL,0.9458,16.1,17.0
12437,D C H REGIONAL MEDICAL CENTER,10092,AL,0.969,20.1,20.8
12438,D C H REGIONAL MEDICAL CENTER,10092,AL,1.1982,5.0,4.2
12442,PRINCETON BAPTIST MEDICAL CENTER,10103,AL,0.9397,18.8,20.0
12443,PRATTVILLE BAPTIST HOSPITAL,10108,AL,0.957,17.6,18.4
12446,BULLOCK COUNTY HOSPITAL,10110,AL,1.0238,15.9,15.6
12447,BULLOCK COUNTY HOSPITAL,10110,AL,1.0205,20.6,20.2
12448,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,10112,AL,1.0801,21.2,19.6
12449,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,10118,AL,1.1182,25.3,22.6
12453,ST VINCENT'S ST CLAIR,10130,AL,1.0786,16.6,15.4
12455,BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,1.0929,16.4,15.0
12456,BROOKWOOD BAPTIST MEDICAL CENTER,10139,AL,1.0001,15.5,15.5
12459,EVERGREEN MEDICAL CENTER,10148,AL,0.9599,17.4,18.1
12463,SOUTHEAST ALABAMA MEDICAL CENTER,10001,AL,1.1004,5.3,4.8
12464,MARSHALL MEDICAL CENTER SOUTH,10005,AL,0.9695,15.1,15.5
12465,MARSHALL MEDICAL CENTER SOUTH,10005,AL,0.8724,16.2,18.6
12466,ELIZA COFFEE MEMORIAL HOSPITAL,10006,AL,1.1007,14.4,13.1
12467,CRENSHAW COMMUNITY HOSPITAL,10008,AL,1.0237,18.5,18.1
12468,ST VINCENT'S EAST,10011,AL,0.9873,21.1,21.3
12469,DEKALB REGIONAL MEDICAL CENTER,10012,AL,1.0756,16.7,15.6
12470,UNIVERSITY OF ALABAMA HOSPITAL,10033,AL,1.3228,6.1,4.6
12471,COMMUNITY HOSPITAL INC,10034,AL,1.0034,21.2,21.1
12472,COMMUNITY HOSPITAL INC,10034,AL,0.9353,14.1,15.0
12473,ANDALUSIA REGIONAL HOSPITAL,10036,AL,1.0218,19.3,18.9
12474,STRINGFELLOW MEMORIAL HOSPITAL,10038,AL,1.0431,22.3,21.4
12475,STRINGFELLOW MEMORIAL HOSPITAL,10038,AL,1.0956,17.7,16.1
12476,HUNTSVILLE HOSPITAL,10039,AL,1.0188,19.3,19.0
12477,MARION REGIONAL MEDICAL CENTER,10044,AL,0.93,13.6,14.6
12478,GEORGIANA MEDICAL CENTER,10047,AL,1.0327,15.2,14.7
12479,MEDICAL CENTER ENTERPRISE,10049,AL,1.053,16.7,15.9
12481,ABRAZO CENTRAL CAMPUS,30030,AZ,1.0435,22.7,21.8
12482,BANNER PAYSON MEDICAL CENTER,30033,AZ,0.9661,16.5,17.1
12483,CANYON VISTA MEDICAL CENTER,30043,AZ,0.9968,18.0,18.1
12484,KINGMAN REGIONAL MEDICAL CENTER,30055,AZ,1.0595,16.0,15.1
12485,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,AZ,1.0364,22.8,22.0
12487,MT. GRAHAM REGIONAL MEDICAL CENTER,30068,AZ,0.9469,3.2,3.3
12488,HAVASU REGIONAL MEDICAL CENTER,30069,AZ,1.0421,14.4,13.8
12494,ABRAZO SCOTTSDALE CAMPUS,30083,AZ,0.9499,3.0,3.2
12495,NORTHWEST MEDICAL CENTER,30085,AZ,0.995,13.3,13.4
12496,NORTHWEST MEDICAL CENTER,30085,AZ,0.9994,18.1,18.1
12497,SCOTTSDALE SHEA MEDICAL CENTER,30087,AZ,0.89,12.6,14.2
12498,SCOTTSDALE SHEA MEDICAL CENTER,30087,AZ,0.9021,14.3,15.9
12499,BANNER BAYWOOD MEDICAL CENTER,30088,AZ,0.9505,18.2,19.1
12500,BANNER THUNDERBIRD MEDICAL CENTER,30089,AZ,1.0684,14.2,13.3
12501,BANNER THUNDERBIRD MEDICAL CENTER,30089,AZ,0.8768,20.2,23.0
12502,BANNER THUNDERBIRD MEDICAL CENTER,30089,AZ,0.9161,16.7,18.3
12503,HONORHEALTH DEER VALLEY MEDICAL CENTER,30092,AZ,1.0383,18.0,17.4
12504,BANNER DEL E. WEBB MEDICAL CENTER,30093,AZ,1.0013,16.1,16.1
12505,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,30123,AZ,0.8776,13.4,15.3
12507,NORTH METRO MEDICAL CENTER,40074,AR,1.0668,22.9,21.5
12509,HELENA REGIONAL MEDICAL CENTER,40085,AR,0.9568,15.1,15.8
12511,"ARKANSAS HEART HOSPITAL, LLC",40134,AR,0.9413,15.5,16.5
12515,OROVILLE HOSPITAL,50030,CA,1.1092,26.6,24.0
12516,CHI ST. VINCENT HOSPITAL HOT SPRINGS,40026,AR,1.0584,19.3,18.2
12517,BAXTER REGIONAL MEDICAL CENTER,40027,AR,0.9659,3.8,4.0
12518,CONWAY REGIONAL MEDICAL CENTER,40029,AR,0.9542,16.3,17.1
12519,CONWAY REGIONAL MEDICAL CENTER,40029,AR,1.0674,23.0,21.6
12520,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,AR,1.0242,18.2,17.8
12521,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,AR,1.13,5.1,4.5
12522,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,40036,AR,1.0903,17.1,15.7
12524,OUACHITA COUNTY MEDICAL CENTER,40050,AR,1.0029,19.3,19.2
12525,DREW MEMORIAL HOSPITAL,40051,AR,1.0427,21.8,20.9
12526,WESTERN ARIZONA REGIONAL MEDICAL CENTER,30101,AZ,1.0176,19.6,19.3
12527,MAYO CLINIC HOSPITAL,30103,AZ,0.8843,3.8,4.3
12528,BANNER HEART HOSPITAL,30105,AZ,1.0468,18.6,17.7
12530,ORO VALLEY HOSPITAL,30114,AZ,0.9531,16.4,17.2
12531,ST ROSE HOSPITAL,50002,CA,1.0992,4.5,4.1
12532,MILLS-PENINSULA MEDICAL CENTER,50007,CA,0.9097,4.1,4.5
12534,QUEEN OF THE VALLEY MEDICAL CENTER,50009,CA,0.958,16.7,17.4
12535,RIVERSIDE COMMUNITY HOSPITAL,50022,CA,0.9843,13.6,13.8
12536,RIVERSIDE COMMUNITY HOSPITAL,50022,CA,0.981,21.1,21.5
12537,GROSSMONT HOSPITAL,50026,CA,0.9651,14.6,15.2
12538,GROSSMONT HOSPITAL,50026,CA,1.0286,18.2,17.7
12542,SILOAM SPRINGS REGIONAL HOSPITAL,40001,AR,1.0644,21.1,19.8
12543,WASHINGTON REGIONAL MEDICAL CENTER,40004,AR,0.9856,19.9,20.2
12544,UAMS MEDICAL CENTER,40016,AR,1.17,21.7,18.6
12545,JEFFERSON REGIONAL MEDICAL CENTER,40071,AR,0.9707,16.1,16.6
12547,WEDOWEE HOSPITAL,10032,AL,0.9483,15.1,15.9
12548,UNIVERSITY OF ALABAMA HOSPITAL,10033,AL,1.0118,20.3,20.0
12549,YAVAPAI REGIONAL MEDICAL CENTER,30012,AZ,1.0075,20.1,19.9
12550,BANNER CASA GRANDE MEDICAL CENTER,30016,AZ,1.091,24.0,22.0
12551,FLAGSTAFF MEDICAL CENTER,30023,AZ,0.959,13.5,14.0
12552,FLAGSTAFF MEDICAL CENTER,30023,AZ,0.9526,10.7,11.2
12553,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,AZ,1.0192,15.6,15.3
12554,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,30024,AZ,1.0565,20.7,19.6
12555,PALOMAR HEALTH DOWNTOWN CAMPUS,50115,CA,1.0124,13.8,13.6
12556,NORTHRIDGE HOSPITAL MEDICAL CENTER,50116,CA,0.9902,18.4,18.6
12557,DOCTORS HOSPITAL OF MANTECA,50118,CA,0.9673,17.2,17.8
12559,USC VERDUGO HILLS HOSPITAL,50124,CA,1.082,19.3,17.8
12561,REGIONAL MEDICAL CENTER OF SAN JOSE,50125,CA,1.1605,16.8,14.5
12562,WOODLAND MEMORIAL HOSPITAL,50127,CA,0.9992,20.7,20.7
12563,WOODLAND MEMORIAL HOSPITAL,50127,CA,0.986,20.1,20.4
12564,TRI-CITY MEDICAL CENTER,50128,CA,0.8785,13.1,14.9
12565,ST BERNARDINE MEDICAL CENTER,50129,CA,0.9853,14.9,15.2
12566,ST BERNARDINE MEDICAL CENTER,50129,CA,0.9856,20.2,20.5
12567,NOVATO COMMUNITY HOSPITAL,50131,CA,0.9326,3.8,4.1
12568,RIDEOUT MEMORIAL HOSPITAL,50133,CA,1.0522,22.2,21.1
12569,RIDEOUT MEMORIAL HOSPITAL,50133,CA,1.0558,23.6,22.4
12570,RIDEOUT MEMORIAL HOSPITAL,50133,CA,0.9439,5.6,5.9
12571,PETALUMA VALLEY HOSPITAL,50136,CA,0.9376,18.8,20.1
12572,PETALUMA VALLEY HOSPITAL,50136,CA,0.9117,3.8,4.2
12575,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,50145,CA,0.9007,16.8,18.6
12576,CALIFORNIA HOSPITAL MEDICAL CENTER LA,50149,CA,1.0309,24.1,23.4
12577,ALAMEDA HOSPITAL,50211,CA,0.9177,17.1,18.7
12578,ALAMEDA HOSPITAL,50211,CA,0.9721,4.8,4.9
12581,PROVIDENCE HOLY CROSS MEDICAL CENTER,50278,CA,0.9213,20.5,22.3
12583,MERCY MEDICAL CENTER REDDING,50280,CA,0.684,3.0,4.3
12584,STANFORD HEALTH CARE - VALLEYCARE,50283,CA,0.9644,15.5,16.1
