,state,cms_number,name,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
4515,NM,327180,SIERRA HEALTH CARE CENTER,True,True,False,True,True,True,3.0,79.3,98.9,100.0,100.0,90.2,88.6,96.7,67.0,59.9,62.7,76.2,72.1,52.6,19.4,12.4,2,2
4516,NM,327181,"FRONTIER MEDICAL HOME CARE,  INC",True,True,True,True,True,True,2.0,86.0,77.7,100.0,100.0,77.7,89.2,84.9,54.8,44.3,57.1,29.8,64.6,43.5,16.1,20.9,1,1
4517,NM,327182,KINDRED AT HOME,True,True,True,True,True,True,3.0,91.4,98.5,100.0,99.7,92.8,83.0,92.1,72.7,60.3,72.6,72.1,76.6,53.3,20.3,13.7,1,2
4518,NM,327184,"GUARDIAN ANGELS HOME HEALTH, INC",True,True,True,True,True,True,3.0,96.9,95.2,99.8,100.0,70.6,83.6,99.6,70.5,65.1,71.3,67.2,67.2,59.1,18.2,14.2,2,1
4519,NM,327185,ENCOMPASS HOME HEALTH OF NEW MEXICO,True,True,True,True,True,True,4.0,96.7,99.0,100.0,99.4,81.5,83.4,98.7,77.9,68.5,81.9,76.3,84.0,66.6,18.1,17.5,2,1
4520,NM,327186,ONPOINTE AT HOME,True,True,True,True,True,True,4.0,96.6,99.6,100.0,100.0,86.1,86.3,99.7,68.9,66.6,74.7,70.7,76.5,55.7,12.2,13.4,2,2
4521,NM,327187,"HARMONY HOME HEALTH SERVICES, LLC",True,True,True,True,True,True,4.5,95.4,99.7,100.0,100.0,94.0,91.8,99.0,78.5,82.1,91.3,75.9,82.2,76.5,17.7,16.1,2,1
4522,NM,327188,"ALLIANCE HOME HEALTH CARE, LLC",True,True,True,False,True,True,2.5,92.9,97.4,99.7,99.4,76.2,84.2,94.1,65.9,64.2,69.3,60.9,65.9,64.4,15.1,14.2,2,2
4523,NM,327189,STAR CARE HOME HEALTH,True,True,True,True,True,True,2.0,90.6,97.5,100.0,100.0,37.5,47.3,94.8,61.4,57.0,78.3,43.7,38.1,48.0,20.0,16.7,2,2
4524,NM,327190,INTERIM HEALTHCARE OF PORTALES,True,True,True,True,True,True,3.5,96.2,100.0,100.0,100.0,76.9,86.2,100.0,71.4,63.9,75.9,73.0,68.9,59.4,21.9,14.9,1,1
4525,NM,327191,INTERIM HEALTHCARE,True,True,True,True,True,True,3.5,95.6,100.0,100.0,99.8,70.8,78.0,100.0,71.3,59.1,73.7,71.4,64.6,54.1,12.3,19.3,2,1
4526,NM,327192,ALTO MAR NEW MEXICO LLC,True,True,True,True,True,True,1.5,85.4,74.0,92.3,78.0,27.5,13.0,98.7,56.2,45.4,62.4,59.8,61.1,53.9,19.8,13.7,2,2
4527,NM,327194,"ACCESS HOME HEALTH, LLC",True,True,True,True,False,True,2.5,65.9,98.3,98.1,100.0,4.8,3.4,94.0,68.0,73.4,70.4,63.6,81.2,66.9,21.0,15.4,2,1
4528,NM,327195,"NM CUIDADO CASERO HOME HEALTH, LLC",True,True,True,True,True,True,4.5,99.6,95.9,100.0,94.8,93.4,97.5,99.3,77.8,63.8,75.4,86.5,96.5,52.8,10.9,15.5,2,1
4529,NM,327197,QUANTUM HOMECARE OF NEW MEXICO,True,True,True,True,True,True,2.5,83.6,98.5,100.0,97.9,58.9,70.1,97.6,73.7,48.2,60.5,75.4,41.0,40.5,16.2,9.5,2,2
4530,NM,327198,"ELITE HOME HEALTH, LLC",True,True,True,True,True,True,4.0,99.3,99.6,100.0,100.0,79.8,79.7,100.0,80.7,70.2,88.3,70.1,70.4,62.2,15.7,16.1,2,1
4531,NM,327199,ENCOMPASS HOME HEALTH OF NEW MEXICO,True,True,True,True,True,True,4.0,95.3,98.2,100.0,98.0,81.8,90.3,92.2,76.1,66.0,80.6,83.3,93.7,70.7,17.5,11.4,2,2
4532,NM,327200,COMPASSUS HOME HEALTH ALBUQUERQUE NM,True,True,True,True,True,True,3.5,74.0,94.5,99.7,95.5,68.4,71.2,96.8,68.6,69.2,84.1,75.5,87.1,70.5,12.4,15.1,2,1
4533,NM,327201,BROOKDALE HOME HEALTH ALBUQUERQUE,True,True,True,True,True,False,4.0,97.0,99.4,100.0,99.2,95.3,95.7,95.5,73.8,68.2,79.7,70.7,78.6,57.1,13.4,15.2,2,1
4534,NM,327208,ARM HEALTHCARE LLC D/B/A TENDER CARE HOME HEALTH,True,True,True,True,True,True,3.0,96.3,99.5,100.0,100.0,83.6,87.9,100.0,67.7,61.8,70.2,76.0,65.3,64.7,19.3,12.4,2,2
4535,NM,327209,"TLC HOME HEALTH CARE, LLC",True,True,True,False,True,True,3.5,93.3,94.8,99.0,97.5,62.9,81.9,93.3,79.3,85.3,81.2,76.0,91.7,80.1,15.0,18.7,2,2
4536,NM,327210,ACCOLADE HOME CARE,True,True,True,True,False,True,4.0,99.5,99.5,100.0,98.9,80.9,89.4,97.3,79.4,76.2,82.2,65.2,67.3,75.7,16.4,26.3,2,1
4537,NM,327211,"LEGACY HEALTHCARE, INC",True,True,True,True,True,True,3.0,94.7,92.9,99.8,98.1,73.0,81.4,95.7,65.6,60.4,71.3,66.1,70.1,60.5,12.4,13.9,2,1
4538,NM,327213,"KLARUS HOME CARE, LLC",True,True,True,True,True,True,2.5,89.5,98.1,98.4,97.2,79.2,82.4,98.6,61.9,52.3,58.7,60.0,52.6,50.6,11.6,12.1,2,1
4539,NM,327216,"AHC HOME HEALTH OF NEW MEXICO, LLC",True,True,True,True,True,True,3.0,96.7,97.3,100.0,99.1,79.0,83.2,89.4,64.9,72.9,68.2,62.5,64.5,48.1,13.2,12.6,2,1
4540,NM,327218,INTERIM HEALTHCARE,True,True,True,True,True,True,3.5,95.1,99.5,100.0,99.5,63.3,80.2,100.0,72.5,68.2,79.6,76.2,72.0,65.4,16.7,17.6,2,1
4541,NM,327219,SANTA FE HOME CARE OF NEW MEXICO,True,True,True,True,True,False,4.5,97.1,100.0,100.0,100.0,83.0,77.9,100.0,85.5,78.4,88.1,83.4,56.8,58.9,7.3,4.2,0,0
4542,NY,337006,VNA OF WESTERN NY CHHA,True,True,True,True,True,True,4.5,96.5,99.9,100.0,100.0,78.5,83.2,100.0,78.3,77.6,81.8,86.6,85.8,68.1,16.3,12.5,1,1
4543,NY,337008,VNS OF NY HOME CARE CHHA,True,True,True,True,True,True,2.5,96.8,94.5,99.3,98.0,71.0,44.7,99.4,67.5,61.1,65.9,70.5,77.7,53.8,16.7,9.1,1,2
4544,NM,327222,LAS CRUCES HOME CARE,True,True,True,True,True,False,3.0,91.4,93.5,98.9,97.3,79.0,82.9,93.8,61.9,84.3,75.3,75.8,70.8,77.5,21.2,12.5,1,2
4545,NM,327225,"ARMADA SKILLED HOMECARE OF NEW MEXICO, LLC",True,True,True,True,True,True,3.0,76.0,97.6,98.8,79.8,77.2,81.6,89.7,71.1,70.2,78.9,73.5,77.2,56.3,12.0,18.4,2,2
4546,NM,327305,PLAINS REGIONAL MEDICAL CENTER HOME HEALTH CARE,True,True,True,True,True,True,3.5,95.9,98.4,99.3,100.0,78.5,92.2,98.1,66.3,78.3,79.6,72.0,65.5,59.5,14.4,22.2,2,2
4547,NM,327313,REHOBOTH MCKINLEY CHRISTIAN HOME CARE SERVICES,True,True,False,False,True,True,2.0,88.6,85.4,98.8,93.0,58.3,38.2,91.5,58.6,60.3,60.1,65.4,65.9,55.2,20.6,14.6,2,2
4548,NY,337003,CHEMUNG CO DEPT HEALTH CHHA,True,True,True,True,True,True,4.5,97.2,99.4,100.0,100.0,89.9,91.7,99.5,83.0,77.5,86.4,88.5,80.2,70.3,20.8,17.8,1,1
4549,NY,337004,CATTARAUGUS COUNTY DEPARTMENT OF HEALTH CHHA,True,True,True,True,True,True,3.5,97.7,98.8,99.7,98.8,75.2,85.6,97.4,70.5,75.9,63.4,64.7,76.6,54.1,17.2,15.1,2,1
4550,NY,337005,VNA OF STATEN ISLAND,True,True,True,True,True,True,3.5,98.7,99.5,99.9,99.8,77.5,67.6,99.4,79.8,66.9,71.3,75.2,73.3,61.8,18.9,8.6,1,2
4551,NY,337009,MONTEFIORE MED CTR HOME CARE  CHHA,True,True,True,True,True,True,2.5,74.8,83.8,97.0,90.6,60.6,70.7,96.0,66.7,62.0,70.0,70.6,75.1,60.4,16.0,9.2,1,2
4552,NY,337010,VNS ROCHESTER MONROE CO CHHA,True,True,True,True,True,True,3.5,95.9,99.4,99.7,98.6,85.6,91.3,99.7,73.1,69.8,74.3,72.2,73.2,59.5,18.9,12.0,1,1
4553,NY,337012,VISITING NURSE ASSOCIATION OF HUDSON VALLEY,True,True,True,True,True,True,2.5,85.9,98.7,99.5,96.8,83.2,85.5,98.5,68.3,66.7,62.6,59.5,63.4,50.4,17.6,12.4,1,1
4554,NY,337014,VNS & HOSPICE OF SUFFOLK INC CHHA,True,True,True,True,True,True,3.5,92.8,99.3,99.9,98.8,80.3,85.7,96.0,70.4,72.7,74.0,81.0,72.4,55.0,18.7,10.2,1,2
4555,NY,337019,VNA HOME HEALTH,True,True,True,True,True,True,3.0,77.0,98.2,99.4,98.0,76.6,75.6,96.3,68.1,70.3,70.6,70.3,74.7,63.9,17.1,9.7,1,1
4556,NY,337024,HCR / HCR HOME CARE  CHHA  (PLATTSBURGH),True,True,True,True,True,True,3.5,90.3,96.9,99.7,99.0,74.8,76.3,99.0,73.3,70.3,78.3,80.0,76.3,62.2,18.6,14.4,1,1
4557,NY,337036,LAWRENCE HOME CARE OF WESTCHESTER,True,True,True,True,True,True,3.5,99.0,99.5,99.9,99.1,88.4,86.3,100.0,71.7,64.8,71.9,66.4,77.0,65.3,15.9,8.9,1,2
4558,NY,337045,WARREN CO HLTH SVS CHHA,True,True,True,True,True,True,3.0,97.3,97.9,100.0,100.0,71.7,82.1,99.4,61.9,73.2,67.4,58.2,67.2,63.3,16.3,13.4,1,1
4559,NY,337052,NASCENTIA HEALTH AT HOME,True,True,True,True,True,True,4.0,92.5,98.6,98.2,96.8,81.5,85.4,98.9,81.0,81.2,85.8,82.1,88.7,69.8,15.8,15.2,1,1
4560,NY,337434,FOUR SEASONS NURSING & REHABILITATION CHHA,True,True,True,True,True,True,2.5,92.9,99.0,100.0,99.0,89.8,83.8,100.0,64.2,48.2,64.6,77.1,50.3,50.6,16.4,6.5,2,2
4561,NY,337056,JEFFERSON CO PUB HLTH SVS CHHA,True,True,True,True,True,True,2.0,90.9,95.3,99.2,99.3,79.8,85.3,92.6,53.5,52.8,51.0,47.2,46.5,38.2,18.9,12.1,2,1
4562,NY,337061,M J H S  HOME CARE,True,True,True,True,True,True,3.5,95.0,98.1,99.8,99.0,70.1,55.9,98.8,73.4,68.9,72.6,80.4,83.3,63.9,15.5,8.7,1,3
4563,NY,337066,LIFETIME CARE CHHA,True,True,True,True,True,True,3.5,96.5,98.6,99.7,99.1,84.5,93.2,98.4,74.6,69.4,74.6,73.4,77.5,62.8,20.3,12.7,1,1
4564,NY,337076,VISITING NURSE SERVICE OF NORTHEASTERN NEW YORK,True,True,True,True,True,True,2.5,89.8,97.3,96.4,96.4,76.2,91.6,98.2,59.3,56.8,68.3,72.0,65.9,55.5,13.5,12.0,2,1
4565,NY,337078,VNA UTICA AND ONEIDA CO CHHA,True,True,True,True,True,True,3.0,98.5,98.7,97.7,97.7,74.0,83.8,98.8,57.7,68.5,59.9,67.0,64.5,47.9,16.7,10.8,1,2
4566,NY,337083,HCR / HCR HOME CARE  CHHA  (ONEONTA),True,True,True,False,True,True,3.0,86.9,95.4,99.5,98.7,83.0,87.4,97.9,72.2,66.3,78.4,66.5,77.3,63.1,22.7,14.4,2,1
4567,NY,337086,FRANKLIN COUNTY PUBLIC HEALTH SERVICES CHHA,True,True,True,True,True,True,3.0,88.1,95.9,99.4,98.6,74.2,75.7,99.2,68.0,64.3,63.9,67.7,78.6,54.3,14.1,17.7,2,1
4568,NY,337107,GOOD SAMARITAN HOSPITAL HOME CARE DEPARTMENT CHHA,True,True,True,True,True,True,3.0,85.7,98.6,99.1,96.3,72.5,76.2,98.4,70.7,67.8,69.8,72.9,75.6,55.5,16.6,10.5,1,2
4569,NY,337108,BROOKHAVEN MEM HOSP CHHA,True,True,True,True,True,True,3.5,87.7,98.4,99.1,99.7,69.7,70.9,97.8,75.9,72.6,79.0,87.0,83.2,72.9,16.4,10.5,1,1
4570,NY,337118,ESSEX COUNTY PUBLIC HEALTH NURSING SVC  CHHA,True,True,True,True,False,True,4.0,96.8,100.0,100.0,97.2,78.4,86.6,99.4,75.6,73.4,70.7,78.3,76.7,62.9,15.6,16.6,1,2
4571,NY,337119,HCR / HCR HOME CARE  CHHA  (EAST SYRACUSE),True,True,True,True,True,True,3.0,89.8,93.6,99.5,91.2,75.8,74.6,97.7,72.0,70.4,75.2,67.9,73.3,56.1,17.7,11.1,1,1
4572,NY,337122,HHC HEALTH AND HOME CARE,True,True,True,True,True,True,3.0,80.2,97.6,99.6,99.1,61.2,55.2,98.9,65.9,67.5,78.6,78.5,83.2,67.3,21.0,14.1,1,1
4573,NY,337136,LEWIS COUNTY GENERAL HOSPITAL CHHA,True,True,True,True,True,True,3.0,82.1,92.6,99.6,93.3,79.7,83.1,96.9,66.5,74.3,70.7,66.1,65.5,61.3,15.9,13.1,2,2
4574,NY,337140,ARCHCARE AT HOME,True,True,True,True,True,True,2.5,83.1,95.2,99.9,97.4,75.0,80.2,92.9,67.6,65.0,67.3,69.6,68.0,59.5,17.0,10.5,1,1
4575,NY,337454,EVERCARE AT HOME,True,True,True,True,True,True,3.5,97.0,99.6,99.8,99.2,79.0,72.2,100.0,66.3,67.8,70.4,80.2,82.7,51.6,19.2,14.3,2,2
4576,NY,337146,VNS WESTCHESTER CHHA,True,True,True,True,True,True,3.0,96.9,95.2,96.7,99.2,86.5,88.4,97.5,69.1,67.3,70.3,65.6,63.8,56.3,17.1,11.5,1,1
4577,NY,337147,CATHOLIC HOME CARE,True,True,True,True,True,True,3.5,95.8,96.0,99.6,98.8,79.9,74.2,95.3,74.0,66.9,74.0,73.8,73.1,62.5,16.3,10.3,1,1
4578,NY,337148,NORTH SHORE HOME CARE CHHA,True,True,True,True,True,True,3.5,99.2,99.3,99.9,96.8,79.6,75.7,99.2,70.2,68.5,72.2,76.4,70.9,58.4,15.6,9.3,1,2
4579,NY,337150,ORANGE CO PUBLIC HEALTH CHHA,True,True,False,True,True,True,2.0,85.4,98.5,100.0,100.0,74.1,56.8,83.3,66.9,53.2,53.4,53.6,62.6,42.8,25.1,7.1,1,3
4580,NY,337165,SULLIVAN COUNTY PUBLIC HEALTH SERVICES CHHA,True,True,True,True,True,True,2.0,83.4,90.3,99.6,98.5,76.0,76.8,97.8,62.8,59.7,58.1,58.4,66.1,49.3,16.2,12.7,1,1
4581,NY,337168,NYACK HOSP HOME CARE CHHA,True,True,True,True,True,True,4.0,92.7,99.9,100.0,99.8,82.0,85.3,99.7,76.8,72.0,80.6,78.5,80.3,66.0,16.2,11.3,1,1
4582,NY,337170,LONG ISLAND JEWISH MC CHHA,True,True,True,True,True,True,3.5,98.8,99.6,99.9,96.8,79.9,73.1,98.6,70.0,69.4,74.1,77.6,77.2,59.0,17.1,6.9,1,3
4583,NY,337173,HAMILTON CO PUBLIC HEALTH CHHA,True,True,True,True,True,True,3.0,96.1,95.0,100.0,98.0,67.2,79.3,91.3,74.1,84.9,74.6,71.3,53.8,55.2,18.2,13.2,2,2
4584,NY,337181,"TWIN TIER HOME HEALTH, INC",True,True,True,True,True,True,3.5,96.6,99.1,99.8,99.9,79.9,87.4,99.0,74.4,70.8,74.3,76.0,69.4,66.1,15.2,14.9,1,1
4585,NC,347029,HARRIS HOME HEALTH,True,True,True,True,True,True,2.5,72.8,99.3,100.0,100.0,74.1,72.3,98.9,68.2,60.6,64.1,62.2,60.5,46.5,14.3,15.2,1,2
4586,NY,337187,N Y U  WINTHROP HOSPITAL CHHA,True,True,True,True,True,True,3.5,99.2,99.8,98.0,98.3,74.0,76.2,99.5,70.5,71.2,70.5,75.9,72.9,57.3,15.8,8.9,1,2
4587,NY,337189,"ROYAL CARE CERTIFIED HOME HEALTH CARE, LLC",True,True,True,True,True,True,3.0,98.1,60.1,97.4,92.9,72.8,42.7,96.6,69.6,49.0,73.6,70.1,69.0,48.8,8.8,9.5,2,2
4588,NY,337190,"PRIME HOME HEALTH SERVICES, LLC",True,True,True,True,True,True,3.5,99.4,99.8,95.8,99.8,63.5,54.4,99.9,71.7,68.2,76.2,93.3,69.6,61.8,16.0,8.1,1,2
4589,NY,337199,ST CAMILLUS HOME CARE AGENCY,True,True,True,True,True,True,4.0,98.3,95.9,100.0,99.5,89.8,95.1,98.6,73.9,68.2,73.4,75.7,78.0,59.8,15.4,13.8,1,1
4590,NY,337201,TLCN HOME CARE,True,True,True,True,True,True,4.0,96.4,100.0,100.0,100.0,71.9,60.9,100.0,81.7,79.9,91.2,97.2,75.1,70.4,18.9,11.9,0,0
4591,NY,337203,EDDY VISITING NURSE & REHAB ASSOCIATION,True,True,True,True,True,True,4.0,95.3,98.7,99.2,99.9,77.8,83.3,98.4,80.5,77.7,81.9,78.6,80.4,70.9,18.2,10.2,1,1
4592,NY,337204,CABRINI CERTIFIED HOME HEALTH AGENCY,True,True,True,True,True,True,2.0,89.4,96.6,99.6,98.5,77.5,65.1,97.0,49.8,52.8,57.9,60.8,77.7,53.4,24.6,8.1,2,2
4593,NY,337205,COMMUNITY HEALTH CENTER CHHA,True,True,True,True,True,True,4.0,99.4,99.8,99.9,99.1,73.7,82.7,99.8,77.0,76.9,80.6,81.9,70.2,61.9,18.8,13.3,1,1
4594,NY,337207,SCHOFIELD CERTIFIED HOME CARE,True,True,True,True,True,True,2.0,98.7,95.8,100.0,97.8,58.6,86.5,98.8,61.2,54.3,54.2,53.8,62.1,38.4,18.1,1.4,2,2
4595,NY,337210,CALVARY HOSPITAL CHHA,True,True,True,True,True,True,2.0,94.1,98.8,95.9,96.3,44.4,23.5,92.0,54.6,38.6,37.2,54.2,37.0,29.9,13.8,9.5,2,2
4596,NY,337211,BETHEL N H COMPANY CERTIFIED HOME HEALTH AGENCY,True,True,True,True,True,False,2.0,86.4,8.4,99.5,45.3,77.2,74.6,13.7,52.2,55.9,55.5,57.6,83.8,53.0,24.0,9.2,2,2
4597,NY,337212,VNS ITHACA  TOMPKINS CO CHHA,True,True,True,True,True,True,3.0,88.8,97.9,99.1,98.5,84.2,85.2,87.4,70.3,70.9,72.0,66.9,64.8,61.0,15.7,12.9,2,1
4598,NY,337213,PARKER JEWISH INST FOR HEALTH CARE & REHAB CHHA,True,True,True,True,True,True,3.0,94.2,94.4,98.3,89.1,83.5,71.2,86.1,57.4,70.0,57.5,78.6,77.6,54.5,15.6,8.6,2,3
4599,NY,337218,FISHKILL CENTER FOR REHAB & NURSING LTHHCP,True,True,True,True,True,False,1.5,81.5,76.9,80.9,92.7,71.9,72.2,94.6,49.8,57.4,49.6,51.3,54.6,51.5,18.7,16.9,2,2
4600,NY,337254,"SAMARITAN HOME HEALTH, INC",True,True,False,False,True,True,3.0,97.9,89.4,99.5,99.3,81.3,93.8,98.9,63.0,70.6,68.7,71.5,71.0,45.6,13.0,16.5,2,1
4601,NY,337225,TLC HEALTH NETWORK HOME HEALTH SERVICES,True,True,True,True,True,True,2.0,89.0,89.4,98.0,96.1,59.0,74.0,98.3,54.6,45.4,46.6,76.5,45.5,32.7,14.1,17.0,2,2
4602,NY,337227,MID-HUDSON VALLEY DIV OF WESTCHESTER MED CTR CHHS,True,True,True,True,True,True,3.5,93.7,98.8,99.9,99.2,75.3,81.4,96.2,75.7,65.5,71.1,76.0,77.9,63.1,18.2,10.2,2,2
4603,NY,337230,"HEALTH QUEST HOME CARE, INC (CERTIFIED)  CHHA",True,True,True,True,True,True,3.0,86.0,94.0,99.9,96.9,65.0,68.0,97.2,75.7,74.4,76.2,78.5,76.8,67.0,16.8,11.2,1,1
4604,NY,337232,KINDRED AT HOME  (HAUPPAUGE),True,True,True,True,True,True,4.0,95.6,99.4,100.0,98.2,87.9,88.1,98.5,73.4,70.8,80.8,81.6,80.4,63.3,18.5,9.7,2,2
4605,NY,337233,AT HOME CARE INC CHHA,True,True,True,True,True,True,3.0,96.7,99.5,100.0,99.6,77.1,83.2,99.6,68.4,64.0,71.4,63.4,68.1,58.9,18.0,14.8,1,1
4606,NY,337234,ROSA COPLON JEWISH HOME & INFIRMARY CHHA,True,True,True,True,True,True,3.0,94.4,88.1,99.4,99.5,84.8,83.3,89.1,58.4,69.7,60.2,64.1,77.8,36.8,11.6,19.4,0,0
4607,NY,337237,FAMILY CARE CERTIFIED SERVICES CHHA  (HICKSVILLE),True,True,True,True,True,True,5.0,97.7,99.7,99.7,99.7,87.8,89.6,100.0,99.0,86.8,94.3,98.5,100.0,91.0,18.9,4.3,1,2
4608,NY,337241,ST JOSEPHS HOSP HEALTH CENTER CHHA,True,True,True,True,True,True,3.5,93.9,97.5,99.9,93.1,87.7,92.8,97.8,73.3,73.3,69.3,72.3,69.3,56.6,18.2,11.9,1,1
4609,NY,337243,GIRLING HEALTH CARE OF NEW YORK,True,True,True,True,True,True,3.5,97.9,98.1,99.5,99.0,86.4,78.7,99.4,76.7,55.6,69.5,73.8,66.6,54.1,13.0,6.9,2,3
4610,NY,337246,SOUTH NASSAU COMM HOSP CHHA,True,True,True,True,True,True,3.5,98.0,99.0,100.0,99.8,84.3,86.5,98.0,67.5,72.2,66.0,69.4,75.9,59.8,15.0,10.5,1,2
4611,NY,337248,AMEDISYS HOME HEALTH CARE  (AMHERST),True,True,True,True,True,True,4.0,97.4,99.8,99.8,92.9,80.8,74.0,97.1,77.4,69.7,79.0,80.5,79.3,57.4,16.1,14.0,1,1
4612,NY,337249,ALWAYS THERE FAMILY HOME HEALTH SERVICES,True,True,True,True,True,True,2.5,97.3,92.7,99.3,96.5,74.7,81.0,97.4,67.8,64.3,69.5,65.6,74.0,59.9,19.1,9.1,1,2
4613,NY,337251,MCAULEY SETON HOME CARE CORP CHHA,True,True,True,True,True,True,4.5,97.8,97.0,99.9,99.5,78.9,85.9,98.6,83.2,80.3,86.6,83.1,86.1,73.8,14.3,11.3,2,1
4614,NY,337255,KINDRED AT HOME  (LIVERPOOL),True,True,True,True,True,True,4.0,97.6,99.5,100.0,97.7,89.5,90.7,98.6,73.5,71.5,78.4,74.6,82.4,63.9,17.8,14.7,1,1
4615,NY,337256,HEALTH SERVICES OF NORTHERN NEW YORK INC CHHA,True,True,True,True,True,True,2.5,97.2,96.4,99.8,99.5,76.1,83.2,97.7,68.3,72.9,61.7,65.3,54.3,40.9,19.0,16.5,1,1
4616,NY,337257,HCR / HCR HOME CARE  CHHA  (ROCHESTER),True,True,True,True,True,True,3.5,93.3,96.4,99.7,94.2,77.5,77.4,98.4,72.3,71.1,76.9,74.6,78.4,56.4,18.6,14.8,1,1
4617,NY,337260,"TENDER LOVING CARE, AN AMEDISYS CO  (HICKSVILLE)",True,True,True,True,True,True,5.0,97.2,99.6,99.8,94.6,88.8,62.0,82.2,86.8,77.3,95.1,93.5,94.0,62.7,18.2,10.5,2,1
4618,NY,337261,PERSONAL TOUCH HOME AIDES OF NEW YORK INC,True,True,True,True,True,True,4.0,98.3,99.9,99.8,99.2,80.5,66.9,96.5,73.4,63.1,68.0,74.4,80.3,60.6,16.8,7.7,2,2
4619,NY,337262,HILLSIDE MANOR CERTIFIED HOME HEALTH AGENCY,True,True,True,True,True,True,4.0,96.4,96.8,100.0,78.1,82.5,82.9,96.5,73.5,77.2,75.8,81.3,90.3,82.0,6.2,6.1,2,2
4620,NY,337264,FAMILY CARE CERTIFIED SERVICES CHHA  (BROOKLYN),True,True,True,True,True,True,4.5,98.0,99.0,100.0,100.0,69.0,84.1,98.5,100.0,89.2,96.8,100.0,100.0,85.7,20.9,14.4,2,2
4621,NY,337265,WARTBURG HOME CARE,True,True,True,True,True,True,3.0,96.2,96.6,99.2,97.3,85.5,90.5,87.9,68.6,65.9,69.9,70.9,78.3,68.1,22.2,6.9,0,0
4622,NY,337267,ROCHESTER REGIONAL HEALTH SYSTEM HOME CARE,True,True,True,True,True,True,3.5,96.5,96.9,99.9,99.2,83.6,88.1,96.8,72.2,71.4,75.3,70.7,74.2,64.3,17.6,12.5,1,1
4623,NY,337268,WILLCARE CHHA  (BUFFALO),True,True,True,True,True,True,4.0,94.5,99.1,99.8,96.1,78.8,76.3,99.4,78.2,74.1,84.4,87.6,80.0,64.2,13.6,13.4,2,1
4624,NY,337273,FINGER LAKES VNS CHHA,True,True,True,True,True,True,4.0,95.4,98.9,99.8,99.6,88.0,93.5,98.9,79.1,77.4,75.6,74.0,76.7,63.0,21.1,13.8,1,1
4625,NY,337276,RIVERSPRING CHHA / ELDERSERVE CHHA,True,True,True,True,True,True,2.5,94.2,83.5,99.2,98.1,87.6,89.5,90.1,62.2,54.9,64.4,76.0,66.1,65.0,21.3,7.0,2,2
4626,NY,337277,HUDSON VALLEY CERTIFIED HOME HEALTH AGENCY,True,True,True,True,True,True,3.0,88.8,92.7,98.2,84.1,82.5,84.8,100.0,71.6,64.1,69.0,70.3,71.3,53.1,15.6,9.6,2,2
4627,NY,337415,LOURDES AT HOME CHHA,True,True,True,True,True,True,3.0,96.1,99.3,99.9,98.5,72.3,87.2,100.0,70.4,65.8,74.3,74.7,71.8,62.7,17.9,11.7,2,2
4628,NC,347116,ADVANCED HOME CARE,True,True,True,True,True,True,4.0,96.0,99.7,99.8,99.9,92.1,95.0,99.8,73.5,72.1,74.2,75.5,80.7,59.8,16.5,12.9,1,2
4629,NY,337284,"OSWEGO HEALTH HOME CARE, LLC",True,True,True,True,True,True,3.5,94.7,98.6,99.7,89.6,85.6,88.7,96.9,71.5,72.7,69.9,71.1,69.9,55.2,13.3,10.8,1,1
4630,NY,337289,KINDRED AT HOME  (WESTBURY),True,True,True,True,True,True,4.0,96.0,99.1,100.0,98.8,86.9,85.7,99.7,67.8,69.9,75.8,78.3,88.2,61.4,16.9,10.8,1,2
4631,NY,337290,"AMERICARE CERTIFIED SPECIAL SERVICES, INC CHHA",True,True,True,True,True,True,5.0,97.4,99.9,99.8,99.9,91.7,93.0,99.9,82.8,76.8,82.7,89.6,86.0,69.4,14.7,8.3,1,3
4632,NY,337292,KINDRED AT HOME  (CORNING),True,True,True,True,True,True,4.0,94.8,99.8,100.0,98.7,89.9,92.0,99.8,75.7,72.9,77.8,79.4,81.8,55.0,21.8,15.3,1,1
4633,NY,337299,REVIVAL HOME HEALTH CARE,True,True,True,True,True,True,3.0,96.3,98.0,99.6,96.5,54.3,46.0,97.9,63.1,57.7,63.2,70.5,70.8,61.0,13.3,8.1,2,2
4634,NY,337400,PECONIC BAY HOMEHEALTH SERVICES,True,True,True,True,True,True,2.5,98.5,98.0,99.7,99.9,75.3,77.6,98.4,64.3,59.7,64.5,67.8,75.7,60.0,20.1,9.0,1,2
4635,NY,337401,KINDRED AT HOME  (BALLSTON SPA),True,True,True,True,True,True,4.5,96.8,100.0,100.0,98.5,85.5,86.9,99.3,81.5,75.6,87.3,91.4,90.5,79.0,14.9,13.7,2,1
4636,NY,337405,PTS OF WESTCHESTER INC,True,True,True,True,True,True,2.5,98.4,93.9,100.0,99.7,80.7,81.9,95.1,59.6,60.5,53.7,58.3,75.5,58.8,20.0,8.6,2,2
4637,NY,337408,WILLCARE CHHA  (NEWBURGH),True,True,True,True,True,True,2.5,90.9,96.1,99.0,91.8,73.7,73.4,95.3,65.9,65.3,69.8,76.3,79.0,60.3,18.4,10.0,1,2
